Class,Timestamp,Framecount,SessionID,Email,$Coord 0,$Coord 1,$Coord 2,$Coord 3,$Coord 4,$Coord 5,$Coord 6,$Coord 7,$Coord 8,$Coord 9,$Coord 10,$Coord 11,$Coord 12
0,2023-04-18 19:46:27.3234,44485,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0395,1.7176,0.2474,0.0309,-0.0290,-0.0202,0.9989,0.1635,0.9409,0.4121,-0.2236,0.7711,0.2984
0,2023-04-18 19:46:27.3377,44486,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0349,1.7180,0.2503,0.0291,-0.0254,-0.0223,0.9990,0.1644,0.9451,0.4186,-0.2226,0.7705,0.2982
0,2023-04-18 19:46:27.3487,44487,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0348,1.7180,0.2505,0.0291,-0.0252,-0.0225,0.9990,0.1643,0.9451,0.4186,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.3648,44488,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0346,1.7180,0.2506,0.0291,-0.0249,-0.0228,0.9990,0.1643,0.9451,0.4186,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.3773,44489,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0344,1.7180,0.2507,0.0291,-0.0247,-0.0230,0.9990,0.1643,0.9451,0.4186,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.3891,44490,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0343,1.7180,0.2508,0.0291,-0.0244,-0.0233,0.9990,0.1643,0.9451,0.4186,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.4017,44491,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0341,1.7181,0.2509,0.0290,-0.0242,-0.0235,0.9990,0.1643,0.9451,0.4187,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.4156,44492,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0339,1.7181,0.2510,0.0290,-0.0239,-0.0238,0.9990,0.1643,0.9451,0.4187,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.4281,44493,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0338,1.7181,0.2512,0.0290,-0.0237,-0.0240,0.9990,0.1644,0.9452,0.4187,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.4433,44494,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0336,1.7181,0.2513,0.0290,-0.0233,-0.0242,0.9990,0.1644,0.9452,0.4187,-0.2227,0.7705,0.2982
0,2023-04-18 19:46:27.4573,44495,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0334,1.7180,0.2513,0.0300,-0.0231,-0.0218,0.9990,0.1655,0.9446,0.4187,-0.2233,0.7705,0.2981
0,2023-04-18 19:46:27.4702,44496,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0334,1.7178,0.2512,0.0300,-0.0241,-0.0220,0.9990,0.1675,0.9410,0.4189,-0.2234,0.7709,0.2992
0,2023-04-18 19:46:27.4840,44497,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0333,1.7178,0.2512,0.0306,-0.0245,-0.0223,0.9990,0.1667,0.9418,0.4184,-0.2232,0.7712,0.2996
0,2023-04-18 19:46:27.4935,44498,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0333,1.7178,0.2512,0.0306,-0.0245,-0.0224,0.9990,0.1669,0.9415,0.4184,-0.2232,0.7712,0.2997
0,2023-04-18 19:46:27.5075,44499,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0329,1.7178,0.2514,0.0309,-0.0243,-0.0228,0.9990,0.1682,0.9400,0.4186,-0.2231,0.7714,0.3003
0,2023-04-18 19:46:27.5210,44500,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0329,1.7178,0.2514,0.0309,-0.0243,-0.0228,0.9990,0.1682,0.9400,0.4186,-0.2231,0.7714,0.3002
0,2023-04-18 19:46:27.5398,44501,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0328,1.7178,0.2515,0.0308,-0.0244,-0.0230,0.9990,0.1686,0.9395,0.4187,-0.2232,0.7714,0.3003
0,2023-04-18 19:46:27.5483,44502,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0328,1.7178,0.2514,0.0305,-0.0244,-0.0232,0.9990,0.1696,0.9402,0.4186,-0.2231,0.7715,0.3000
0,2023-04-18 19:46:27.5636,44503,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0327,1.7179,0.2515,0.0305,-0.0243,-0.0233,0.9990,0.1683,0.9405,0.4180,-0.2232,0.7715,0.3000
0,2023-04-18 19:46:27.5777,44504,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0325,1.7179,0.2514,0.0307,-0.0241,-0.0231,0.9990,0.1664,0.9410,0.4172,-0.2232,0.7715,0.2998
0,2023-04-18 19:46:27.5914,44505,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0324,1.7178,0.2514,0.0306,-0.0239,-0.0230,0.9990,0.1660,0.9411,0.4170,-0.2231,0.7715,0.2998
0,2023-04-18 19:46:27.6042,44506,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0323,1.7178,0.2513,0.0309,-0.0237,-0.0230,0.9990,0.1658,0.9411,0.4169,-0.2231,0.7715,0.2999
0,2023-04-18 19:46:27.6183,44507,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0323,1.7177,0.2512,0.0310,-0.0232,-0.0230,0.9990,0.1661,0.9408,0.4170,-0.2231,0.7716,0.2999
0,2023-04-18 19:46:27.6326,44508,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0322,1.7177,0.2511,0.0308,-0.0229,-0.0230,0.9990,0.1660,0.9410,0.4170,-0.2231,0.7716,0.3000
0,2023-04-18 19:46:27.6453,44509,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0322,1.7178,0.2510,0.0305,-0.0227,-0.0230,0.9990,0.1657,0.9417,0.4169,-0.2233,0.7716,0.3002
0,2023-04-18 19:46:27.6599,44510,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0321,1.7178,0.2509,0.0305,-0.0225,-0.0230,0.9990,0.1654,0.9419,0.4167,-0.2234,0.7716,0.3003
0,2023-04-18 19:46:27.6742,44511,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0321,1.7178,0.2508,0.0305,-0.0223,-0.0233,0.9990,0.1651,0.9417,0.4165,-0.2233,0.7716,0.3004
0,2023-04-18 19:46:27.6879,44512,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0321,1.7179,0.2505,0.0304,-0.0222,-0.0233,0.9990,0.1652,0.9415,0.4166,-0.2232,0.7716,0.3006
0,2023-04-18 19:46:27.7037,44513,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0322,1.7179,0.2504,0.0303,-0.0218,-0.0234,0.9990,0.1654,0.9416,0.4167,-0.2231,0.7716,0.3008
0,2023-04-18 19:46:27.7166,44514,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0322,1.7179,0.2502,0.0302,-0.0216,-0.0236,0.9990,0.1655,0.9417,0.4167,-0.2231,0.7716,0.3009
0,2023-04-18 19:46:27.7287,44515,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0323,1.7179,0.2500,0.0299,-0.0212,-0.0236,0.9991,0.1658,0.9422,0.4168,-0.2229,0.7716,0.3010
0,2023-04-18 19:46:27.7487,44516,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0323,1.7180,0.2498,0.0297,-0.0209,-0.0235,0.9991,0.1658,0.9426,0.4168,-0.2228,0.7716,0.3012
0,2023-04-18 19:46:27.7574,44517,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0324,1.7181,0.2496,0.0294,-0.0205,-0.0233,0.9991,0.1657,0.9428,0.4168,-0.2227,0.7717,0.3013
0,2023-04-18 19:46:27.7719,44518,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0324,1.7181,0.2494,0.0291,-0.0203,-0.0231,0.9991,0.1654,0.9429,0.4167,-0.2226,0.7717,0.3015
0,2023-04-18 19:46:27.7848,44519,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0326,1.7182,0.2492,0.0290,-0.0201,-0.0229,0.9991,0.1655,0.9431,0.4167,-0.2225,0.7717,0.3017
0,2023-04-18 19:46:27.8002,44520,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0327,1.7182,0.2490,0.0287,-0.0199,-0.0228,0.9991,0.1657,0.9435,0.4169,-0.2224,0.7718,0.3019
0,2023-04-18 19:46:27.8135,44521,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0329,1.7183,0.2489,0.0283,-0.0198,-0.0225,0.9991,0.1657,0.9438,0.4171,-0.2222,0.7719,0.3018
0,2023-04-18 19:46:27.8260,44522,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0330,1.7184,0.2486,0.0280,-0.0197,-0.0224,0.9992,0.1659,0.9446,0.4173,-0.2221,0.7720,0.3018
0,2023-04-18 19:46:27.8411,44523,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0331,1.7184,0.2484,0.0275,-0.0198,-0.0221,0.9992,0.1660,0.9454,0.4175,-0.2220,0.7720,0.3018
0,2023-04-18 19:46:27.8542,44524,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0333,1.7185,0.2481,0.0271,-0.0199,-0.0218,0.9992,0.1659,0.9458,0.4177,-0.2219,0.7720,0.3018
0,2023-04-18 19:46:27.8675,44525,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0335,1.7186,0.2480,0.0266,-0.0201,-0.0217,0.9992,0.1658,0.9462,0.4179,-0.2218,0.7720,0.3018
0,2023-04-18 19:46:27.8826,44526,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0337,1.7187,0.2478,0.0260,-0.0202,-0.0215,0.9992,0.1658,0.9465,0.4181,-0.2217,0.7720,0.3019
0,2023-04-18 19:46:27.8963,44527,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0339,1.7188,0.2477,0.0257,-0.0202,-0.0213,0.9992,0.1658,0.9467,0.4182,-0.2216,0.7721,0.3021
0,2023-04-18 19:46:27.9099,44528,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0341,1.7188,0.2475,0.0253,-0.0205,-0.0209,0.9992,0.1656,0.9472,0.4185,-0.2216,0.7721,0.3023
0,2023-04-18 19:46:27.9243,44529,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0343,1.7189,0.2473,0.0251,-0.0208,-0.0207,0.9993,0.1655,0.9474,0.4187,-0.2217,0.7721,0.3023
0,2023-04-18 19:46:27.9387,44530,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0345,1.7189,0.2471,0.0247,-0.0210,-0.0205,0.9993,0.1655,0.9473,0.4188,-0.2217,0.7721,0.3025
0,2023-04-18 19:46:27.9566,44531,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0346,1.7190,0.2470,0.0244,-0.0211,-0.0202,0.9993,0.1657,0.9470,0.4189,-0.2219,0.7720,0.3025
0,2023-04-18 19:46:27.9656,44532,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0348,1.7191,0.2469,0.0238,-0.0212,-0.0198,0.9993,0.1661,0.9471,0.4193,-0.2219,0.7720,0.3021
0,2023-04-18 19:46:27.9791,44533,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0350,1.7193,0.2467,0.0234,-0.0213,-0.0198,0.9993,0.1665,0.9474,0.4196,-0.2218,0.7719,0.3019
0,2023-04-18 19:46:27.9934,44534,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0352,1.7193,0.2466,0.0229,-0.0213,-0.0196,0.9993,0.1666,0.9475,0.4198,-0.2217,0.7719,0.3018
0,2023-04-18 19:46:28.0070,44535,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0354,1.7193,0.2465,0.0224,-0.0213,-0.0192,0.9993,0.1664,0.9476,0.4198,-0.2218,0.7719,0.3019
0,2023-04-18 19:46:28.0206,44536,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0356,1.7194,0.2464,0.0221,-0.0215,-0.0185,0.9994,0.1668,0.9483,0.4201,-0.2219,0.7718,0.3020
0,2023-04-18 19:46:28.0356,44537,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0357,1.7196,0.2464,0.0217,-0.0215,-0.0181,0.9994,0.1670,0.9488,0.4204,-0.2220,0.7717,0.3020
0,2023-04-18 19:46:28.0481,44538,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0359,1.7197,0.2464,0.0211,-0.0216,-0.0184,0.9994,0.1671,0.9492,0.4206,-0.2221,0.7717,0.3018
0,2023-04-18 19:46:28.0635,44539,f3bda3ef4bf8d7558f42a1740f245b7a,anonymous,-0.0361,1.7199,0.2463,0.0204,-0.0213,-0.0185,0.9994,0.1675,0.9498,0.4208,-0.2220,0.7717,0.3015
