Class,Timestamp,Framecount,SessionID,Email,$Coord 0,$Coord 1,$Coord 2,$Coord 3,$Coord 4,$Coord 5,$Coord 6,$Coord 7,$Coord 8,$Coord 9,$Coord 10,$Coord 11,$Coord 12
0,2023-04-18 13:26:27.4861,1,0cf941b8f29c103d671699e6998d9fbd,anonymous,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:27.6716,2,0cf941b8f29c103d671699e6998d9fbd,anonymous,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:29.4504,3,0cf941b8f29c103d671699e6998d9fbd,anonymous,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:29.6089,4,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2991,1.7166,-0.0553,0.0461,-0.2821,0.0260,0.9579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:29.6820,5,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2989,1.7168,-0.0554,0.0451,-0.2821,0.0255,0.9580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:29.7316,6,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2969,1.7186,-0.0562,0.0373,-0.2816,0.0221,0.9586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2023-04-18 13:26:29.8529,7,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2969,1.7186,-0.0562,0.0373,-0.2816,0.0221,0.9586,-0.1487,0.7758,0.0522,-0.4686,0.7737,-0.0815
0,2023-04-18 13:26:29.8790,8,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2953,1.7196,-0.0575,0.0337,-0.2800,0.0196,0.9592,-0.1496,0.7751,0.0516,-0.4689,0.7740,-0.0823
0,2023-04-18 13:26:29.9257,9,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2946,1.7194,-0.0585,0.0353,-0.2798,0.0189,0.9592,-0.1508,0.7749,0.0504,-0.4689,0.7744,-0.0832
0,2023-04-18 13:26:29.9774,10,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2945,1.7190,-0.0593,0.0367,-0.2801,0.0192,0.9591,-0.1510,0.7744,0.0492,-0.4685,0.7744,-0.0846
0,2023-04-18 13:26:30.0297,11,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2948,1.7188,-0.0600,0.0372,-0.2807,0.0197,0.9589,-0.1514,0.7743,0.0483,-0.4685,0.7744,-0.0857
0,2023-04-18 13:26:30.0979,12,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2952,1.7187,-0.0607,0.0372,-0.2816,0.0198,0.9586,-0.1509,0.7742,0.0477,-0.4682,0.7740,-0.0876
0,2023-04-18 13:26:30.1617,13,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2957,1.7186,-0.0612,0.0376,-0.2819,0.0201,0.9585,-0.1508,0.7738,0.0454,-0.4680,0.7740,-0.0884
0,2023-04-18 13:26:30.1802,14,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2960,1.7186,-0.0612,0.0377,-0.2819,0.0203,0.9585,-0.1504,0.7738,0.0446,-0.4676,0.7740,-0.0890
0,2023-04-18 13:26:30.2132,15,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2962,1.7186,-0.0613,0.0381,-0.2818,0.0207,0.9585,-0.1503,0.7737,0.0439,-0.4675,0.7739,-0.0894
0,2023-04-18 13:26:30.2402,16,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2963,1.7185,-0.0612,0.0385,-0.2818,0.0209,0.9585,-0.1504,0.7738,0.0444,-0.4675,0.7739,-0.0891
0,2023-04-18 13:26:30.2613,17,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2968,1.7183,-0.0614,0.0396,-0.2819,0.0213,0.9584,-0.1502,0.7736,0.0434,-0.4674,0.7738,-0.0896
0,2023-04-18 13:26:30.3028,18,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2971,1.7182,-0.0614,0.0405,-0.2818,0.0216,0.9584,-0.1502,0.7736,0.0428,-0.4670,0.7736,-0.0912
0,2023-04-18 13:26:30.3239,19,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2974,1.7181,-0.0615,0.0416,-0.2818,0.0218,0.9583,-0.1500,0.7736,0.0422,-0.4668,0.7738,-0.0915
0,2023-04-18 13:26:30.3453,20,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2976,1.7180,-0.0616,0.0422,-0.2815,0.0222,0.9584,-0.1501,0.7736,0.0419,-0.4668,0.7738,-0.0918
0,2023-04-18 13:26:30.3767,21,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2978,1.7180,-0.0617,0.0428,-0.2814,0.0225,0.9584,-0.1501,0.7737,0.0420,-0.4667,0.7738,-0.0919
0,2023-04-18 13:26:30.4064,22,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2979,1.7181,-0.0617,0.0424,-0.2805,0.0224,0.9587,-0.1502,0.7739,0.0421,-0.4664,0.7737,-0.0925
0,2023-04-18 13:26:30.4353,23,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2980,1.7181,-0.0617,0.0424,-0.2799,0.0225,0.9588,-0.1501,0.7740,0.0418,-0.4665,0.7735,-0.0925
0,2023-04-18 13:26:30.4730,24,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2980,1.7180,-0.0618,0.0422,-0.2788,0.0225,0.9592,-0.1495,0.7742,0.0414,-0.4659,0.7735,-0.0925
0,2023-04-18 13:26:30.5198,25,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2982,1.7180,-0.0616,0.0421,-0.2782,0.0232,0.9593,-0.1492,0.7742,0.0410,-0.4658,0.7734,-0.0923
0,2023-04-18 13:26:30.5832,26,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2983,1.7181,-0.0612,0.0428,-0.2764,0.0225,0.9598,-0.1480,0.7742,0.0409,-0.4648,0.7734,-0.0922
0,2023-04-18 13:26:30.6143,27,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2981,1.7176,-0.0607,0.0445,-0.2735,0.0236,0.9605,-0.1471,0.7745,0.0409,-0.4644,0.7732,-0.0915
0,2023-04-18 13:26:30.6786,28,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2963,1.7198,-0.0597,0.0322,-0.2590,0.0203,0.9651,-0.1460,0.7750,0.0409,-0.4639,0.7736,-0.0899
0,2023-04-18 13:26:30.6975,29,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2938,1.7223,-0.0591,0.0216,-0.2439,0.0155,0.9694,-0.1453,0.7751,0.0406,-0.4637,0.7737,-0.0894
0,2023-04-18 13:26:30.7229,30,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2901,1.7259,-0.0582,0.0049,-0.2241,0.0149,0.9744,-0.1443,0.7750,0.0401,-0.4633,0.7734,-0.0889
0,2023-04-18 13:26:30.8019,31,0cf941b8f29c103d671699e6998d9fbd,anonymous,-0.2872,1.7283,-0.0581,-0.0092,-0.2116,0.0175,0.9772,-0.1431,0.7746,0.0392,-0.4633,0.7725,-0.0890
