Class,Timestamp,Framecount,SessionID,Email,$Coord 0,$Coord 1,$Coord 2,$Coord 3,$Coord 4,$Coord 5,$Coord 6,$Coord 7,$Coord 8,$Coord 9,$Coord 10,$Coord 11,$Coord 12
0,2023-04-18 13:13:17.9907,789,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0118,-0.0811,0.0534,0.9952,0.2043,-0.8219,0.1607,-0.2564,-0.9579,-0.1215
0,2023-04-18 13:13:18.0055,790,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0030,-0.0783,0.0570,0.9953,0.2043,-0.8391,0.1592,-0.2328,-0.9668,-0.0658
0,2023-04-18 13:13:18.0325,791,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0057,-0.0793,0.0550,0.9953,0.2058,-0.8390,0.1552,-0.2471,-0.9648,-0.0854
0,2023-04-18 13:13:18.0580,792,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0029,-0.0727,0.0530,0.9959,0.2147,-0.8791,0.1414,-0.2074,-0.9744,-0.0081
0,2023-04-18 13:13:18.0864,793,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0018,-0.0712,0.0502,0.9962,0.2191,-0.8908,0.1289,-0.1973,-0.9750,0.0040
0,2023-04-18 13:13:18.1050,794,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0031,-0.0689,0.0479,0.9965,0.2245,-0.9064,0.1185,-0.1783,-0.9757,0.0312
0,2023-04-18 13:13:18.1212,795,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0005,-0.0695,0.0472,0.9965,0.2266,-0.9043,0.1175,-0.1798,-0.9725,0.0199
0,2023-04-18 13:13:18.1344,796,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0006,-0.0673,0.0457,0.9967,0.2311,-0.9154,0.1071,-0.1579,-0.9709,0.0434
0,2023-04-18 13:13:18.1489,797,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0013,-0.0647,0.0441,0.9969,0.2353,-0.9298,0.0880,-0.1241,-0.9668,0.0781
0,2023-04-18 13:13:18.1615,798,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0009,-0.0659,0.0453,0.9968,0.2316,-0.9235,0.0898,-0.1300,-0.9659,0.0671
0,2023-04-18 13:13:18.1756,799,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0017,-0.0644,0.0456,0.9969,0.2311,-0.9302,0.0735,-0.1019,-0.9600,0.0901
0,2023-04-18 13:13:18.1904,800,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0017,-0.0639,0.0468,0.9969,0.2283,-0.9299,0.0642,-0.0836,-0.9533,0.1001
0,2023-04-18 13:13:18.2032,801,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0017,-0.0630,0.0469,0.9969,0.2284,-0.9318,0.0571,-0.0686,-0.9487,0.1102
0,2023-04-18 13:13:18.2168,802,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0012,-0.0619,0.0469,0.9970,0.2300,-0.9323,0.0512,-0.0513,-0.9409,0.1180
0,2023-04-18 13:13:18.2314,803,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0006,-0.0610,0.0470,0.9970,0.2322,-0.9351,0.0451,-0.0364,-0.9344,0.1267
0,2023-04-18 13:13:18.2444,804,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0007,-0.0601,0.0469,0.9971,0.2334,-0.9383,0.0385,-0.0229,-0.9305,0.1372
0,2023-04-18 13:13:18.2702,805,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,0.0007,-0.0592,0.0468,0.9971,0.2347,-0.9415,0.0318,-0.0095,-0.9265,0.1477
0,2023-04-18 13:13:18.2877,806,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0014,-0.0580,0.0477,0.9972,0.2323,-0.9328,0.0355,0.0036,-0.9056,0.1423
0,2023-04-18 13:13:18.2982,807,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0018,-0.0567,0.0483,0.9972,0.2308,-0.9324,0.0311,0.0152,-0.8967,0.1479
0,2023-04-18 13:13:18.3118,808,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0023,-0.0541,0.0486,0.9974,0.2317,-0.9359,0.0172,0.0492,-0.8792,0.1692
0,2023-04-18 13:13:18.3244,809,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0032,-0.0546,0.0503,0.9972,0.2252,-0.9274,0.0273,0.0340,-0.8782,0.1567
0,2023-04-18 13:13:18.3363,810,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0046,-0.0530,0.0518,0.9972,0.2301,-0.9221,0.0463,0.0509,-0.8620,0.1661
0,2023-04-18 13:13:18.3507,811,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0056,-0.0516,0.0526,0.9973,0.2331,-0.9176,0.0601,0.0547,-0.8543,0.1685
0,2023-04-18 13:13:18.3631,812,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0063,-0.0501,0.0534,0.9973,0.2348,-0.9136,0.0692,0.0590,-0.8477,0.1713
0,2023-04-18 13:13:18.3776,813,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0054,-0.0505,0.0536,0.9973,0.2355,-0.9117,0.0741,0.0415,-0.8584,0.1617
0,2023-04-18 13:13:18.3867,814,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0055,-0.0477,0.0556,0.9973,0.2377,-0.9057,0.0818,0.0511,-0.8470,0.1681
0,2023-04-18 13:13:18.4005,815,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0046,-0.0464,0.0571,0.9973,0.2378,-0.9020,0.0848,0.0510,-0.8446,0.1686
0,2023-04-18 13:13:18.4243,816,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0038,-0.0455,0.0592,0.9972,0.2375,-0.8992,0.0868,0.0478,-0.8458,0.1669
0,2023-04-18 13:13:18.4432,817,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0035,-0.0454,0.0613,0.9971,0.2374,-0.8980,0.0886,0.0381,-0.8550,0.1601
0,2023-04-18 13:13:18.4557,818,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0035,-0.0445,0.0624,0.9970,0.2378,-0.8961,0.0912,0.0400,-0.8527,0.1613
0,2023-04-18 13:13:18.4725,819,d7bb727b4f3dba64bb338227d87a66d3,anonymous,0.0000,0.0000,0.0000,-0.0036,-0.0415,0.0660,0.9970,0.2392,-0.8899,0.0992,0.0485,-0.8426,0.1669
